area_type,availability,location,size,society,total_sqft,bath,balcony,price,bhk,price_per_sqft
Super built-up  Area,Ready To Move,138,2 BHK,Abncy R,-0.31133144445865635,-0.5010828764205185,0.4991822912173319,52.0,2,-0.5201450169357936
Built-up  Area,Ready To Move,138,2 BHK,Soestrn,-0.46662106688752014,-0.5010828764205185,-0.7674870323799133,52.0,2,-0.288970184601396
Super built-up  Area,Ready To Move,138,2 BHK,GrrvaGr,-0.31133144445865635,-0.5010828764205185,-0.7674870323799133,49.5,2,-0.5831253398474083
Built-up  Area,Ready To Move,138,2 BHK,GrrvaGr,-0.5313250762328801,-0.5010828764205185,0.4991822912173319,50.0,2,-0.23063546907541857
Built-up  Area,Ready To Move,138,2 BHK,KuncyRe,-0.4321122619033282,-0.5010828764205185,0.4991822912173319,45.0,2,-0.5467631156757968
Built-up  Area,Ready To Move,138,2 BHK,VaasaPr,-0.39760345691913623,-0.5010828764205185,-0.7674870323799133,46.0,2,-0.5659488881442406
Built-up  Area,Ready To Move,138,2 BHK,GrrvaGr,-0.32427224632772833,-0.5010828764205185,-0.7674870323799133,49.0,2,-0.580095906593432
Super built-up  Area,Ready To Move,138,2 BHK,GrrvaGr,-0.48646362975343055,-0.5010828764205185,1.765851614814577,53.0,2,-0.22309519701645844
Super built-up  Area,Ready To Move,138,2 BHK,May 2ge,-0.4321122619033282,-0.5010828764205185,0.4991822912173319,42.0,2,-0.6323212901972357
Built-up  Area,Ready To Move,138,1 BHK,GrrvaGr,-0.9324899341741115,-1.4640592525827865,-0.7674870323799133,25.0,1,-0.2556276607070118
Super built-up  Area,Ready To Move,138,2 BHK,DencyRe,-0.37603545380401626,-0.5010828764205185,-0.7674870323799133,41.5,2,-0.7149641491423885
Built-up  Area,Ready To Move,138,2 BHK,ApallEn,-0.3285858469507523,-0.5010828764205185,0.4991822912173319,60.0,2,-0.2929888692139017
Super built-up  Area,Ready To Move,138,3 BHK,GrrvaGr,-0.09565141330745666,0.46189349974174937,0.4991822912173319,75.0,3,-0.26648633707108316
Built-up  Area,Ready To Move,138,2 BHK,GrrvaGr,-0.4269359411556994,-0.5010828764205185,1.765851614814577,55.0,2,-0.2703979052922872
Super built-up  Area,Ready To Move,138,2 BHK,GrrvaGr,-0.46230746626449615,-0.5010828764205185,-0.7674870323799133,60.0,2,-0.06054227022469281
Super built-up  Area,Ready To Move,138,3 BHK,SyOnen ,0.2925726427647028,-0.5010828764205185,0.4991822912173319,65.0,3,-0.795932536211917
Built-up  Area,Ready To Move,138,3 Bedroom,GrrvaGr,0.9827487424485418,0.46189349974174937,0.4991822912173319,200.0,3,0.40916463669336617
Super built-up  Area,Ready To Move,138,3 BHK,GrrvaGr,-0.1387874195376966,0.46189349974174937,0.4991822912173319,75.0,3,-0.21064171577014412
Super built-up  Area,Ready To Move,139,2 BHK,AriosPa,-0.47093466751054414,-0.5010828764205185,0.4991822912173319,58.0,2,-0.10267544792166153
Super built-up  Area,Ready To Move,139,1 BHK,AriosPa,-0.7297507048919838,-1.4640592525827865,-0.7674870323799133,45.0,1,0.07248660900734477
Super built-up  Area,Ready To Move,139,2 BHK,Unateit,-0.3544674506888963,-0.5010828764205185,0.4991822912173319,58.0,2,-0.3054642640544634
Super built-up  Area,Ready To Move,139,3 BHK,AriosPa,-0.24231383449027247,-0.5010828764205185,0.4991822912173319,69.0,3,-0.20051987815934882
Super built-up  Area,Ready To Move,139,3 BHK,Unateit,-0.13016021829164862,-0.5010828764205185,0.4991822912173319,73.0,3,-0.26500770880023083
Super built-up  Area,Ready To Move,139,2 BHK,AriosPa,-0.59602908557824,-1.4640592525827865,-0.7674870323799133,45.0,2,-0.26648633707108316
Super built-up  Area,Ready To Move,139,2 BHK,AriosPa,-0.3544674506888963,-0.5010828764205185,0.4991822912173319,60.0,2,-0.25288938579781106
Super built-up  Area,Ready To Move,139,1 BHK,AriosPa,-0.7426915067610558,-1.4640592525827865,-0.7674870323799133,35.0,1,-0.3186079836186264
Super built-up  Area,Ready To Move,139,2 BHK,AriosPa,-0.3415266488198243,-0.5010828764205185,0.4991822912173319,45.0,2,-0.6624318923893301
Super built-up  Area,Ready To Move,139,2 BHK,Unateit,-0.4321122619033282,-0.5010828764205185,0.4991822912173319,52.0,2,-0.34712737512577285
Super built-up  Area,Ready To Move,139,2 BHK,AriosPa,-0.3544674506888963,-0.5010828764205185,0.4991822912173319,57.0,2,-0.33175170318278946
Super built-up  Area,Ready To Move,139,3 BHK,Unateit,0.13728302033583903,0.46189349974174937,0.4991822912173319,100.0,3,-0.07254532666162018
Super built-up  Area,Ready To Move,139,2 BHK,AriosPa,-0.47093466751054414,-0.5010828764205185,0.4991822912173319,60.0,2,-0.04310785186732665
Super built-up  Area,Ready To Move,140,3 BHK,Vaens G,-0.01800660209302477,-0.5010828764205185,1.765851614814577,64.0,3,-0.5738009803514031
Super built-up  Area,Ready To Move,140,2 BHK,VBvenal,-0.6995555005308158,-0.5010828764205185,-0.7674870323799133,38.0,2,-0.2984542802869096
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.3458402494428483,-0.5010828764205185,0.4991822912173319,40.61,2,-0.7718057003495148
Built-up  Area,18-Mar,140,1 BHK,GrrvaGr,-1.0532707516187834,-1.4640592525827865,-0.7674870323799133,10.0,1,-0.9410017629804662
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.3139196048324708,-0.5010828764205185,0.4991822912173319,50.0,2,-0.567372366848463
Plot  Area,Ready To Move,140,5 Bedroom,GrrvaGr,5.555165402853975,2.3878462520662853,0.4991822912173319,500.0,5,0.05927395385106195
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.31133144445865635,-0.5010828764205185,-2.0341563559771587,58.0,2,-0.3689922419479183
Super built-up  Area,Ready To Move,140,3 BHK,GrrvaGr,-0.32168408595391396,-0.5010828764205185,0.4991822912173319,38.0,3,-0.8631651190968306
Super built-up  Area,18-Nov,140,2 BHK,VBn 2lm,-0.720260783521331,-0.5010828764205185,-0.7674870323799133,31.0,2,-0.5392993630775079
Super built-up  Area,Ready To Move,140,3 BHK,GrrvaGr,-0.2681954382284164,0.46189349974174937,1.765851614814577,48.0,3,-0.6692824215904972
Super built-up  Area,Ready To Move,140,2 BHK,Vaens G,-0.46230746626449615,-0.5010828764205185,0.4991822912173319,57.0,2,-0.14902194338832725
Super built-up  Area,Ready To Move,140,3 BHK,GrrvaGr,-0.3458402494428483,-0.5010828764205185,0.4991822912173319,40.6,3,-0.7720663085822524
Super built-up  Area,18-Dec,140,2 BHK,VBn 2lm,-0.6995555005308158,-0.5010828764205185,0.4991822912173319,22.0,2,-0.9433727869018446
Built-up  Area,Ready To Move,140,3 BHK,GrrvaGr,-0.41313241916202265,-0.5010828764205185,-0.7674870323799133,49.0,3,-0.46109950902309293
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.3501538500658723,-0.5010828764205185,0.4991822912173319,40.6,2,-0.7674859214614078
Built-up  Area,Ready To Move,140,2 BHK,Vaens G,-0.2638818376053924,-0.5010828764205185,0.4991822912173319,50.0,2,-0.625731151920684
Built-up  Area,Ready To Move,140,2 BHK,VBvenal,-0.6995555005308158,-0.5010828764205185,-0.7674870323799133,36.0,2,-0.37906909361377655
Built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.5157961139899937,-0.5010828764205185,0.4991822912173319,40.0,2,-0.5744532829231299
Super built-up  Area,18-Dec,140,2 BHK,GrrvaGr,-0.5468540384757664,-0.5010828764205185,0.4991822912173319,37.0,2,-0.6235224272295509
Super built-up  Area,18-Nov,140,2 BHK,VBn 2lm,-0.720260783521331,-0.5010828764205185,-0.7674870323799133,35.0,2,-0.37273983141042744
Super built-up  Area,20-Aug,140,2 BHK,GrrvaGr,-0.5546185195972096,-0.5010828764205185,-0.7674870323799133,27.54,2,-0.9232190835701278
Super built-up  Area,19-Aug,140,1 BHK,VBn 2lm,-0.9877040221488186,-1.4640592525827865,-0.7674870323799133,19.5,1,-0.4130784679860485
Super built-up  Area,Ready To Move,140,2 BHK,BDlexHo,-0.570147481840096,-0.5010828764205185,0.4991822912173319,45.0,2,-0.3186079836186264
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.570147481840096,-0.5010828764205185,-2.0341563559771587,30.0,2,-0.8224505669115443
Built-up  Area,Ready To Move,140,2 BHK,UKanema,-0.6676348559204383,-0.5010828764205185,-0.7674870323799133,31.0,2,-0.6393514832752362
Built-up  Area,Ready To Move,140,1 BHK,GrrvaGr,-0.9135100914328059,-1.4640592525827865,-0.7674870323799133,25.0,1,-0.3246300065265099
Built-up  Area,Ready To Move,140,3 BHK,Akdorli,-0.07839701081536068,0.46189349974174937,1.765851614814577,50.0,3,-0.8018855635118333
Plot  Area,Ready To Move,140,3 Bedroom,GrrvaGr,-0.31133144445865635,0.46189349974174937,-0.7674870323799133,67.0,3,-0.14226307946610528
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.7211235036459358,-0.5010828764205185,-0.7674870323799133,30.0,2,-0.5792162163563425
Built-up  Area,Ready To Move,140,1 BHK,GrrvaGr,-0.9152355316820155,-1.4640592525827865,-0.7674870323799133,17.0,1,-0.8022968635798275
Super built-up  Area,19-Aug,140,1 BHK,VBn 2lm,-0.8807267266978236,-1.4640592525827865,-0.7674870323799133,22.5,1,-0.5705292752650852
Super built-up  Area,Ready To Move,140,2 BHK,VBvenal,-0.6995555005308158,-0.5010828764205185,-0.7674870323799133,35.5,2,-0.3992227969454934
Super built-up  Area,18-Apr,140,3 BHK,Liwerun,0.1554001429525398,0.46189349974174937,0.4991822912173319,80.0,3,-0.4410234992607311
Built-up  Area,Ready To Move,140,3 BHK,GrrvaGr,-0.10772949505192385,-0.5010828764205185,0.4991822912173319,55.0,3,-0.6722802147880285
Plot  Area,Ready To Move,140,2 Bedroom,GrrvaGr,-0.31133144445865635,-0.5010828764205185,-2.0341563559771587,58.0,2,-0.3689922419479183
Super built-up  Area,Ready To Move,140,1 BHK,GrrvaGr,-1.0015075441424954,-0.5010828764205185,-0.7674870323799133,25.0,1,0.05927395385106195
Built-up  Area,Ready To Move,140,2 BHK,Sravema,-0.2854498407205124,-0.5010828764205185,0.4991822912173319,45.0,2,-0.7241398189519506
Built-up  Area,Ready To Move,140,3 BHK,Vaens G,-0.2854498407205124,-0.5010828764205185,0.4991822912173319,52.0,3,-0.5520960100226614
Super built-up  Area,Ready To Move,140,2 BHK,VBeriav,-0.6995555005308158,-0.5010828764205185,-0.7674870323799133,36.5,2,-0.35891539028205977
Built-up  Area,Ready To Move,140,4 Bedroom,Unuil T,0.844713522511774,1.4248698759040173,-2.0341563559771587,160.0,4,0.0741511954837269
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.4838754693796161,-0.5010828764205185,0.4991822912173319,34.0,2,-0.8022968635798275
Super built-up  Area,18-Nov,140,1 BHK,VBn 2lm,-0.9877040221488186,-1.4640592525827865,-0.7674870323799133,18.0,1,-0.5220828730253817
Super built-up  Area,Ready To Move,140,3 BHK,GrrvaGr,-0.2725090388514404,-0.5010828764205185,0.4991822912173319,43.57,3,-0.7721877164336485
Built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.5848137239583776,-0.5010828764205185,-2.0341563559771587,49.0,2,-0.1525624663612776
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.4390140229001666,-0.5010828764205185,0.4991822912173319,51.0,2,-0.3645860140331892
Super built-up  Area,19-May,140,2 BHK,GrrvaGr,-0.47611098825817294,-0.5010828764205185,-0.7674870323799133,30.27,2,-0.9232190835701278
Super built-up  Area,Ready To Move,140,2 BHK,DRens A,-0.29407704196656037,-0.5010828764205185,0.4991822912173319,63.0,2,-0.26904969673735585
Plot  Area,Ready To Move,140,1 Bedroom,GrrvaGr,-0.3544674506888963,-1.4640592525827865,-2.0341563559771587,52.0,1,-0.46318889882442016
Super built-up  Area,Ready To Move,140,2 BHK,Reunee ,-0.31823320545549477,-0.5010828764205185,0.4991822912173319,53.5,2,-0.4733113271464855
Super built-up  Area,Ready To Move,140,2 BHK,Sravema,-0.31133144445865635,-0.5010828764205185,1.765851614814577,42.0,2,-0.7720663085822524
Super built-up  Area,Ready To Move,140,2 BHK,VBvenal,-0.6995555005308158,-0.5010828764205185,-0.7674870323799133,40.0,2,-0.21783946696004297
Built-up  Area,Ready To Move,140,1 BHK,KHnumla,-0.8289635192215357,-1.4640592525827865,-0.7674870323799133,35.0,1,-0.0666866919721676
Built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.8004937551095773,-1.4640592525827865,-0.7674870323799133,18.0,2,-0.9704990984952452
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.45368026501844816,-0.5010828764205185,-0.7674870323799133,51.5,2,-0.32591005004316137
Built-up  Area,Ready To Move,140,8 Bedroom,GrrvaGr,1.2415647798299816,2.3878462520662853,0.4991822912173319,130.0,8,-0.5201450169357936
Built-up  Area,Ready To Move,140,1 BHK,GrrvaGr,-0.9928803428964474,-1.4640592525827865,-0.7674870323799133,15.0,1,-0.7241398189519506
Super built-up  Area,Ready To Move,140,1 BHK,GrrvaGr,-1.0015075441424954,-1.4640592525827865,-0.7674870323799133,25.0,1,0.05927395385106195
Super built-up  Area,19-Dec,140,1 BHK,VBn 2lm,-0.9877040221488186,-1.4640592525827865,-0.7674870323799133,17.19,1,-0.5809452517466215
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.2078050295060805,-0.5010828764205185,-0.7674870323799133,50.0,2,-0.685038953286203
Super built-up  Area,Ready To Move,140,2 BHK,GrrvaGr,-0.3458402494428483,-0.5010828764205185,0.4991822912173319,40.6,2,-0.7720663085822524
Built-up  Area,Ready To Move,140,5 Bedroom,GrrvaGr,0.810204717527582,1.4248698759040173,1.765851614814577,100.0,5,-0.6209135335943772
Built-up  Area,Ready To Move,140,1 BHK,GrrvaGr,-0.8720995254517756,-1.4640592525827865,-0.7674870323799133,16.75,1,-0.9094779222075937
Super built-up  Area,Ready To Move,141,2 BHK,HoiewLa,-0.578774683086144,-0.5010828764205185,-0.7674870323799133,35.0,2,-0.6412936830309446
Built-up  Area,Ready To Move,141,2 BHK,GrrvaGr,-0.5848137239583776,-0.5010828764205185,-0.7674870323799133,45.0,2,-0.28950722286218383
Super built-up  Area,Ready To Move,141,3 BHK,MB-laan,-0.12584661766862462,-0.5010828764205185,1.765851614814577,66.0,3,-0.4200886452712636
Super built-up  Area,Ready To Move,141,1 BHK,GrrvaGr,-0.544265878101952,-1.4640592525827865,-0.7674870323799133,30.0,1,-0.8549565400272163
Super built-up  Area,Ready To Move,141,3 BHK,GrrvaGr,0.06395180974443113,-0.5010828764205185,0.4991822912173319,78.0,3,-0.38794411893416564
Super built-up  Area,Ready To Move,141,2 BHK,Malowr ,-0.4407394631493762,-0.5010828764205185,0.4991822912173319,43.0,2,-0.5921225288347818
Super built-up  Area,Ready To Move,141,2 BHK,GrrvaGr,-0.47783642850738256,-0.5010828764205185,1.765851614814577,42.0,2,-0.5692784247603859
Super built-up  Area,Ready To Move,141,2 BHK,MB-laan,-0.4467785040216098,-0.5010828764205185,0.4991822912173319,65.0,2,0.05383941016741357
Super built-up  Area,Ready To Move,141,2 BHK,Mameser,-0.7987683148603677,-1.4640592525827865,-0.7674870323799133,22.0,2,-0.7827779225577712
Super built-up  Area,20-Dec,141,2 BHK,DSestSt,-0.6408905320576895,-0.5010828764205185,-0.7674870323799133,26.0,2,-0.8692623472663875
Built-up  Area,Ready To Move,141,2 BHK,Malowr ,-0.45799386564147215,-0.5010828764205185,0.4991822912173319,50.0,2,-0.3626330637121824
Plot  Area,Ready To Move,141,2 Bedroom,GrrvaGr,-0.31133144445865635,-0.5010828764205185,-0.7674870323799133,65.0,2,-0.1926473377953969
Super built-up  Area,Ready To Move,141,2 BHK,Malowr ,-0.6607330949235999,-0.5010828764205185,0.4991822912173319,32.0,2,-0.6133083625258049
Super built-up  Area,18-Jan,141,2 BHK,V6estde,-0.2229026316866645,-0.5010828764205185,-2.0341563559771587,44.285,2,-0.8022968635798275
Built-up  Area,Ready To Move,141,2 BHK,Malowr ,-0.6564194943005759,-0.5010828764205185,-0.7674870323799133,40.0,2,-0.3186079836186264
Super built-up  Area,Ready To Move,141,1 BHK,GrrvaGr,-0.7823766324928765,-1.4640592525827865,-0.7674870323799133,22.0,1,-0.8132057488694724
Super built-up  Area,Ready To Move,141,2 BHK,GrrvaGr,-0.4321122619033282,-0.5010828764205185,1.765851614814577,42.0,2,-0.6323212901972357
Super built-up  Area,Ready To Move,141,2 BHK,GrrvaGr,-0.6995555005308158,-0.5010828764205185,-0.7674870323799133,33.0,2,-0.49999131360407684
Super built-up  Area,Ready To Move,141,2 BHK,Malowr ,-0.552893079348,-0.5010828764205185,1.765851614814577,39.0,2,-0.5486230759914802
Super built-up  Area,Ready To Move,141,2 BHK,Malowr ,-0.4968162712486881,-0.5010828764205185,0.4991822912173319,42.0,2,-0.5411171447682908
Plot  Area,Ready To Move,141,2 Bedroom,GrrvaGr,0.7929503150354861,-0.5010828764205185,-0.7674870323799133,160.0,2,0.12022265344294727
Super built-up  Area,Ready To Move,141,1 BHK,GrrvaGr,-0.9928803428964474,-1.4640592525827865,-0.7674870323799133,15.0,1,-0.7241398189519506
Super built-up  Area,Ready To Move,141,2 BHK,ShyamSh,-0.38034905442704026,-0.5010828764205185,0.4991822912173319,49.0,2,-0.5075489523534706
Super built-up  Area,Ready To Move,141,3 BHK,ShyamSh,-0.09565141330745666,-0.5010828764205185,1.765851614814577,50.0,3,-0.7877028025465155
Built-up  Area,Ready To Move,141,2 BHK,MMowsik,-0.38897625567308824,-0.5010828764205185,-0.7674870323799133,43.0,2,-0.6590421615192465
Built-up  Area,Ready To Move,141,2 BHK,Rooodre,-0.3372130481968003,-0.5010828764205185,1.765851614814577,50.0,2,-0.5382316737719496
Super built-up  Area,Ready To Move,141,2 BHK,GrrvaGr,-0.6759169691166443,-0.5010828764205185,-2.0341563559771587,25.0,2,-0.8579671266805846
Super built-up  Area,18-Dec,141,2 BHK,DSestSt,-0.46230746626449615,-0.5010828764205185,-0.7674870323799133,28.57,2,-0.9875143127357021
Super built-up  Area,18-Jan,141,3 BHK,DSestSt,-0.3190959255800996,-0.5010828764205185,0.4991822912173319,33.34,3,-0.983883253548469
Built-up  Area,Ready To Move,141,2 BHK,Malowr ,-0.6564194943005759,-0.5010828764205185,-0.7674870323799133,32.0,2,-0.6209135335943772
Built-up  Area,Ready To Move,142,2 BHK,GrrvaGr,-0.5270114756098561,-0.5010828764205185,-0.7674870323799133,32.0,2,-0.8118433546316934
Built-up  Area,Ready To Move,142,3 BHK,GrrvaGr,-0.1387874195376966,-0.5010828764205185,0.4991822912173319,48.0,3,-0.793659562151949
Built-up  Area,Ready To Move,142,2 BHK,N iewak,-0.6564194943005759,-0.5010828764205185,0.4991822912173319,28.0,2,-0.7720663085822524
Built-up  Area,Ready To Move,142,2 BHK,DSdorSp,-0.5666966013416768,-0.5010828764205185,-0.7674870323799133,30.0,2,-0.8269093508344905
Super built-up  Area,Ready To Move,142,3 BHK,DSdorSp,-0.2250594319981765,-0.5010828764205185,0.4991822912173319,39.0,3,-0.9232190835701278
Super built-up  Area,Ready To Move,142,2 BHK,Jaood G,-0.4838754693796161,-0.5010828764205185,0.4991822912173319,30.0,2,-0.9232190835701278
Built-up  Area,Ready To Move,142,3 BHK,Jaood G,-0.2768226394744644,0.46189349974174937,0.4991822912173319,41.0,3,-0.8305770601904623
Built-up  Area,Ready To Move,142,1 BHK,Inave R,-0.8289635192215357,-1.4640592525827865,-0.7674870323799133,19.5,1,-0.8476426960761901
Built-up  Area,Ready To Move,142,2 BHK,Jaood G,-0.4148578594112322,-0.5010828764205185,0.4991822912173319,32.0,2,-0.9344155854210816
Super built-up  Area,Ready To Move,142,2 BHK,Jaood G,-0.4838754693796161,-0.5010828764205185,-0.7674870323799133,34.0,2,-0.8022968635798275
Built-up  Area,Ready To Move,142,2 BHK,Jaood G,-0.39328985629611224,-0.5010828764205185,0.4991822912173319,27.6,2,-1.0750558077660932
Super built-up  Area,Ready To Move,142,3 BHK,DSdorSp,-0.1387874195376966,-0.5010828764205185,0.4991822912173319,42.0,3,-0.9232190835701278
Built-up  Area,Ready To Move,142,2 BHK,N iewak,-0.6564194943005759,-0.5010828764205185,-0.7674870323799133,33.0,2,-0.5831253398474083
Carpet  Area,Ready To Move,142,3 BHK,Jaood G,-0.24231383449027247,0.46189349974174937,-0.7674870323799133,42.0,3,-0.838195647639448
Super built-up  Area,Ready To Move,142,2 BHK,Jaood G,-0.47093466751054414,-0.5010828764205185,-0.7674870323799133,35.0,2,-0.7877028025465155
Super built-up  Area,Ready To Move,143,3 BHK,GrrvaGr,-0.31995864570470434,-0.5010828764205185,0.4991822912173319,57.0,3,-0.3821175529412631
Built-up  Area,Ready To Move,143,2 BHK,Prs 2hi,-0.4881890700026401,-0.5010828764205185,-0.7674870323799133,41.0,2,-0.5844545727932816
Super built-up  Area,Ready To Move,143,1 BHK,GrrvaGr,-0.7858275129912957,-1.4640592525827865,0.4991822912173319,38.0,1,-0.06281097979299134
Built-up  Area,18-Feb,143,5 BHK,GrrvaGr,0.9827487424485418,4.313799004390821,0.4991822912173319,125.0,5,-0.43057300212816374
Super built-up  Area,Ready To Move,143,3 BHK,Suntsan,-0.05682900770024071,-0.5010828764205185,0.4991822912173319,75.0,3,-0.31355270686317904
Plot  Area,Ready To Move,143,4 Bedroom,GrrvaGr,1.4572448109811813,1.4248698759040173,-0.7674870323799133,180.0,4,-0.1558280720932223
Super built-up  Area,Ready To Move,143,2 BHK,Aaubyya,-0.37603545380401626,-0.5010828764205185,-0.7674870323799133,52.0,2,-0.43281230249835434
Built-up  Area,Ready To Move,143,2 BHK,Saire S,-0.3544674506888963,-0.5010828764205185,1.765851614814577,48.0,2,-0.5683386553377248
Super built-up  Area,Ready To Move,143,2 BHK,GrrvaGr,-0.4234850606572802,-0.5010828764205185,1.765851614814577,43.0,2,-0.615262962566793
Super built-up  Area,Ready To Move,143,3 BHK,Suntsan,0.051011007875359136,-0.5010828764205185,0.4991822912173319,85.0,3,-0.24396463794560155
Super built-up  Area,Ready To Move,143,3 BHK,DiamiSa,-0.0007521996009287918,-0.5010828764205185,0.4991822912173319,65.0,3,-0.5705292752650852
Super built-up  Area,Ready To Move,143,2 BHK,PentyVB,-0.46230746626449615,-0.5010828764205185,0.4991822912173319,66.0,2,0.1164170761025758
Super built-up  Area,Ready To Move,143,2 BHK,GrrvaGr,-0.46144474613989134,-0.5010828764205185,-0.7674870323799133,45.0,2,-0.5042341985160174
Built-up  Area,Ready To Move,143,5 Bedroom,GrrvaGr,0.810204717527582,4.313799004390821,-2.0341563559771587,125.0,5,-0.3186079836186264
Built-up  Area,Ready To Move,143,1 BHK,Jae 1ke,-0.9583715379122555,-1.4640592525827865,-0.7674870323799133,18.0,1,-0.6209135335943772
Super built-up  Area,Ready To Move,143,2 BHK,GrrvaGr,-0.5641084409678624,-0.5010828764205185,0.4991822912173319,38.5,2,-0.5469203339310733
Super built-up  Area,Ready To Move,143,2 BHK,PentyVB,-0.32772312682614757,-0.5010828764205185,0.4991822912173319,57.0,2,-0.3710826980513351
Super built-up  Area,Ready To Move,143,2 BHK,GrrvaGr,-0.570147481840096,-0.5010828764205185,-0.7674870323799133,42.0,2,-0.4193765002772099
Super built-up  Area,Ready To Move,143,3 BHK,Jae 1ke,-0.2164322307521285,-0.5010828764205185,0.4991822912173319,53.0,3,-0.6070674778702969
Built-up  Area,Ready To Move,143,2 BHK,GrrvaGr,0.10277421535164706,-0.5010828764205185,1.765851614814577,59.0,2,-0.7684674329873031
Super built-up  Area,Ready To Move,143,3 BHK,GrrvaGr,-0.1387874195376966,0.46189349974174937,1.765851614814577,66.0,3,-0.4049809978974122
Super built-up  Area,Ready To Move,143,2 BHK,Prs 2hi,-0.5045807523701313,-0.5010828764205185,-0.7674870323799133,50.0,2,-0.2814392684576736
Built-up  Area,Ready To Move,143,5 Bedroom,GrrvaGr,0.9827487424485418,1.4248698759040173,0.4991822912173319,125.0,5,-0.43057300212816374
Super built-up  Area,Ready To Move,143,2 BHK,Peace P,-0.22592215212278127,-0.5010828764205185,1.765851614814577,58.0,2,-0.4803495981168149
Super built-up  Area,Ready To Move,143,2 BHK,GrrvaGr,-0.570147481840096,-0.5010828764205185,-0.7674870323799133,35.0,2,-0.6545030391472384
Built-up  Area,Ready To Move,144,2 BHK,Shyas S,-0.3406639286952195,-0.5010828764205185,0.4991822912173319,55.0,2,-0.40416615814006535
Built-up  Area,Ready To Move,144,3 BHK,Shyas S,-0.2078050295060805,0.46189349974174937,-2.0341563559771587,65.0,3,-0.34150991922285007
Super built-up  Area,Ready To Move,144,2 BHK,Shyas S,-0.3829372148008547,-0.5010828764205185,0.4991822912173319,56.0,2,-0.31454837462163787
Super built-up  Area,Ready To Move,144,2 BHK,GrrvaGr,-0.31133144445865635,-0.5010828764205185,-0.7674870323799133,55.0,2,-0.444568629441856
Super built-up  Area,Ready To Move,144,2 BHK,Shyas S,-0.31133144445865635,-0.5010828764205185,0.4991822912173319,60.0,2,-0.3186079836186264
Super built-up  Area,Ready To Move,144,3 BHK,Leeno S,0.48237107017775854,0.46189349974174937,0.4991822912173319,177.0,3,0.6938304148850668
Super built-up  Area,Ready To Move,144,2 BHK,Shyas S,-0.47266010775975376,-0.5010828764205185,-0.7674870323799133,51.0,2,-0.30816307320485414
Super built-up  Area,Ready To Move,144,3 BHK,Shyas S,-0.2043541490076613,0.46189349974174937,0.4991822912173319,65.0,3,-0.34600727817836224
Super built-up  Area,Ready To Move,144,2 BHK,GrrvaGr,-0.5140706737407841,-0.5010828764205185,-0.7674870323799133,38.0,2,-0.6397097335928694
Built-up  Area,Ready To Move,144,2 BHK,Vitat H,-0.5994799660766592,-0.5010828764205185,0.4991822912173319,32.0,2,-0.7130713455962226
Built-up  Area,Ready To Move,144,3 BHK,Shyas S,-0.10255317430429506,0.46189349974174937,0.4991822912173319,80.0,3,-0.15298982517143975
Super built-up  Area,19-Jun,145,2 BHK,GrrvaGr,-0.25094103573632043,-0.5010828764205185,-0.7674870323799133,98.0,2,0.5026157545044758
Super built-up  Area,19-Jun,145,1 BHK,GrrvaGr,-0.7815139123682717,-1.4640592525827865,-0.7674870323799133,53.0,1,0.6160007777567862
Super built-up  Area,19-Jun,145,3 BHK,GrrvaGr,0.2235550327963189,0.46189349974174937,0.4991822912173319,150.0,3,0.6613935245445214
Plot  Area,Ready To Move,145,3 Bedroom,GrrvaGr,-0.31133144445865635,1.4248698759040173,-0.7674870323799133,156.0,3,2.099836416187379
Super built-up  Area,Ready To Move,146,4 BHK,Soianal,1.4589702512303908,2.3878462520662853,1.765851614814577,335.0,4,1.2840204547522045
Super built-up  Area,Ready To Move,146,3 BHK,Soianal,0.9827487424485418,1.4248698759040173,-0.7674870323799133,270.0,3,1.1929197662601272
Super built-up  Area,Ready To Move,146,3 BHK,Soianal,0.7170309440702638,1.4248698759040173,0.4991822912173319,260.0,3,1.4557941575433886
Super built-up  Area,Ready To Move,146,3 BHK,Soianal,0.7308344660639406,1.4248698759040173,0.4991822912173319,260.0,3,1.43396073634046
Super built-up  Area,Ready To Move,146,3 BHK,Soianal,0.810204717527582,1.4248698759040173,-0.7674870323799133,260.0,3,1.3138419862504274
Built-up  Area,Ready To Move,146,3 BHK,KAMESRI,0.051011007875359136,0.46189349974174937,0.4991822912173319,130.0,3,0.5957730008759281
Super built-up  Area,18-Aug,146,4 BHK,Soianal,1.4658720122272293,2.3878462520662853,1.765851614814577,388.0,4,1.7678567017968307
